Chromosome	Range	SNPs	SNP_density	Missing	percent_missing	Missing_density	gene_density
5_1	1000000	326	0.000326	4	0.0122699386503067	4e-06	0.417088
5_2	1000000	346	0.000346	5	0.0144508670520231	5e-06	0.018324
5_3	1000000	337	0.000337	3	0.00890207715133531	3e-06	0.124293
5_4	1000000	257	0.000257	0	0	0	0
5_5	1000000	326	0.000326	3	0.00920245398773006	3e-06	0.284391
5_6	1000000	267	0.000267	1	0.00374531835205993	1e-06	0.201497
5_7	1000000	258	0.000258	0	0	0	0.505011
5_8	1000000	251	0.000251	1	0.00398406374501992	1e-06	0.129492
5_9	1000000	307	0.000307	5	0.0162866449511401	5e-06	0.77906
5_10	1000000	269	0.000269	2	0.00743494423791822	2e-06	0.387609
5_11	1000000	260	0.00026	1	0.00384615384615385	1e-06	0.90411
5_12	1000000	97	9.7e-05	1	0.0103092783505155	1e-06	0.007229
5_13	1000000	178	0.000178	0	0	0	0.255178
5_14	1000000	236	0.000236	1	0.00423728813559322	1e-06	0.608149
5_15	1000000	125	0.000125	1	0.008	1e-06	0.442526
5_16	1000000	238	0.000238	1	0.00420168067226891	1e-06	0.55104
5_17	1000000	156	0.000156	1	0.00641025641025641	1e-06	0.163546
5_18	1000000	172	0.000172	0	0	0	0.000934
5_19	1000000	162	0.000162	0	0	0	0.516721
5_20	1000000	103	0.000103	0	0	0	0.005989
5_21	1000000	116	0.000116	2	0.0172413793103448	2e-06	0.378921
5_22	1000000	135	0.000135	1	0.00740740740740741	1e-06	0.853731
5_23	1000000	159	0.000159	1	0.00628930817610063	1e-06	0.051578
5_24	1000000	157	0.000157	0	0	0	0.165828
5_25	1000000	162	0.000162	1	0.00617283950617284	1e-06	0.003972
5_26	1000000	161	0.000161	1	0.0062111801242236	1e-06	0.120723
5_27	1000000	125	0.000125	0	0	0	0.062799
5_28	1000000	122	0.000122	2	0.0163934426229508	2e-06	0.001605
5_29	1000000	200	0.0002	2	0.01	2e-06	0.006691
5_30	1000000	143	0.000143	0	0	0	0.001108
5_31	1000000	358	0.000358	1	0.00279329608938547	1e-06	0.491663
5_32	1000000	194	0.000194	0	0	0	0.45356
5_33	1000000	239	0.000239	0	0	0	0.449497
5_34	1000000	189	0.000189	3	0.0158730158730159	3e-06	0.344132
5_35	1000000	264	0.000264	1	0.00378787878787879	1e-06	0.532124
5_36	1000000	226	0.000226	1	0.00442477876106195	1e-06	0.426719
5_37	1000000	141	0.000141	1	0.00709219858156028	1e-06	0.692035
5_38	1000000	241	0.000241	2	0.00829875518672199	2e-06	0.493865
5_39	1000000	199	0.000199	3	0.0150753768844221	3e-06	0.388655
5_40	1000000	187	0.000187	0	0	0	0.194226
5_41	1000000	173	0.000173	0	0	0	0.573002
5_42	1000000	138	0.000138	3	0.0217391304347826	3e-06	0.373301
5_43	1000000	87	8.7e-05	1	0.0114942528735632	1e-06	0.469396
5_44	1000000	115	0.000115	1	0.00869565217391304	1e-06	0.169721
5_45	1000000	70	7e-05	0	0	0	0.441169
5_46	1000000	18	1.8e-05	0	0	0	0
5_47	0	0	0	0	0	0	0
5_48	0	0	0	0	0	0	0
5_49	1000000	43	4.3e-05	1	0.0232558139534884	1e-06	0.08418
5_50	1000000	139	0.000139	0	0	0	0.194568
5_51	1000000	168	0.000168	0	0	0	0.003127
5_52	1000000	294	0.000294	0	0	0	0.418288
5_53	1000000	262	0.000262	2	0.00763358778625954	2e-06	0.456971
5_54	1000000	171	0.000171	1	0.00584795321637427	1e-06	0.51555
5_55	1000000	271	0.000271	1	0.003690036900369	1e-06	0.364997
5_56	1000000	201	0.000201	0	0	0	0.270892
5_57	1000000	208	0.000208	2	0.00961538461538462	2e-06	0.132697
5_58	1000000	251	0.000251	0	0	0	0.882542
5_59	1000000	141	0.000141	0	0	0	0.946739
5_60	1000000	144	0.000144	0	0	0	0.658355
5_61	1000000	129	0.000129	4	0.0310077519379845	4e-06	0.318564
5_62	1000000	153	0.000153	1	0.0065359477124183	1e-06	0.002503
5_63	1000000	147	0.000147	0	0	0	0.329349
5_64	1000000	143	0.000143	0	0	0	0.831315
5_65	1000000	199	0.000199	1	0.0050251256281407	1e-06	0.427215
5_66	1000000	234	0.000234	1	0.00427350427350427	1e-06	0.483527
5_67	1000000	212	0.000212	1	0.00471698113207547	1e-06	0.086854
5_68	1000000	110	0.00011	1	0.00909090909090909	1e-06	0.380739
5_69	1000000	33	3.3e-05	20	0.606060606060606	2e-05	0.417185
5_70	1000000	110	0.00011	14	0.127272727272727	1.4e-05	0.399999
5_71	1000000	191	0.000191	1	0.00523560209424084	1e-06	0.319893
5_72	1000000	136	0.000136	0	0	0	0.365888
5_73	1000000	299	0.000299	2	0.00668896321070234	2e-06	0.270869
5_74	1000000	144	0.000144	1	0.00694444444444444	1e-06	0.682473
5_75	1000000	253	0.000253	2	0.00790513833992095	2e-06	0.585628
5_76	1000000	255	0.000255	3	0.0117647058823529	3e-06	0.537247
5_77	1000000	156	0.000156	1	0.00641025641025641	1e-06	0.651908
5_78	1000000	219	0.000219	0	0	0	0.642679
5_79	1000000	261	0.000261	1	0.00383141762452107	1e-06	0.532206
5_80	1000000	225	0.000225	0	0	0	0.872787
5_81	1000000	156	0.000156	0	0	0	0.352555
5_82	1000000	216	0.000216	2	0.00925925925925926	2e-06	0.48661
5_83	1000000	159	0.000159	0	0	0	0.460549
5_84	1000000	148	0.000148	1	0.00675675675675676	1e-06	0.009187
5_85	1000000	135	0.000135	2	0.0148148148148148	2e-06	0.021635
5_86	1000000	117	0.000117	1	0.00854700854700855	1e-06	0.146183
5_87	1000000	91	9.1e-05	0	0	0	0.386563
5_88	1000000	119	0.000119	0	0	0	0.185865
5_89	1000000	156	0.000156	1	0.00641025641025641	1e-06	0.232344
5_90	1000000	160	0.00016	0	0	0	0.517657
5_91	1000000	90	9e-05	1	0.0111111111111111	1e-06	0.000842
5_92	1000000	115	0.000115	0	0	0	0.265053
5_93	1000000	87	8.7e-05	0	0	0	0.960768
5_94	1000000	216	0.000216	2	0.00925925925925926	2e-06	0.827415
5_95	1000000	198	0.000198	1	0.00505050505050505	1e-06	0.224339
5_96	1000000	202	0.000202	1	0.00495049504950495	1e-06	0.365913
5_97	1000000	134	0.000134	2	0.0149253731343284	2e-06	0.006448
5_98	1000000	97	9.7e-05	0	0	0	0.107698
5_99	1000000	126	0.000126	0	0	0	0.070603
5_100	1000000	86	8.6e-05	0	0	0	0.097237
5_101	1000000	154	0.000154	0	0	0	0.190532
5_102	1000000	132	0.000132	0	0	0	0.30768
5_103	1000000	190	0.00019	1	0.00526315789473684	1e-06	0
5_104	1000000	151	0.000151	1	0.00662251655629139	1e-06	0.000625
5_105	1000000	103	0.000103	0	0	0	0.002943
5_106	1000000	205	0.000205	0	0	0	0.287411
5_107	1000000	199	0.000199	2	0.0100502512562814	2e-06	0.532506
5_108	1000000	173	0.000173	0	0	0	0.516926
5_109	1000000	179	0.000179	0	0	0	0.425396
5_110	1000000	206	0.000206	1	0.00485436893203883	1e-06	0.56728
5_111	1000000	223	0.000223	1	0.00448430493273543	1e-06	0.613891
5_112	1000000	552	0.000552	10	0.0181159420289855	1e-05	0.793597
5_113	1000000	209	0.000209	2	0.00956937799043062	2e-06	0.134182
5_114	1000000	179	0.000179	0	0	0	0.215295
5_115	1000000	283	0.000283	2	0.00706713780918728	2e-06	0.510159
5_116	1000000	208	0.000208	3	0.0144230769230769	3e-06	0.165047
5_117	1000000	172	0.000172	1	0.00581395348837209	1e-06	0.007732
5_118	1000000	228	0.000228	4	0.0175438596491228	4e-06	0.555408
5_119	1000000	163	0.000163	0	0	0	0.201819
5_120	1000000	178	0.000178	0	0	0	0.023825
5_121	1000000	157	0.000157	2	0.0127388535031847	2e-06	0.296688
5_122	1000000	180	0.00018	1	0.00555555555555556	1e-06	0.529225
5_123	1000000	221	0.000221	1	0.00452488687782805	1e-06	0.02789
5_124	1000000	223	0.000223	0	0	0	0.081751
5_125	1000000	258	0.000258	1	0.00387596899224806	1e-06	0.220926
5_126	1000000	151	0.000151	1	0.00662251655629139	1e-06	0.534294
5_127	1000000	157	0.000157	1	0.00636942675159236	1e-06	0.685648
5_128	1000000	188	0.000188	0	0	0	0.29139
5_129	1000000	129	0.000129	0	0	0	0.373805
5_130	1000000	84	8.4e-05	0	0	0	0.407878
5_131	1000000	249	0.000249	2	0.00803212851405622	2e-06	0.657755
5_132	1000000	243	0.000243	2	0.00823045267489712	2e-06	0.696296
5_133	1000000	198	0.000198	2	0.0101010101010101	2e-06	0.335549
5_134	1000000	210	0.00021	0	0	0	0.687225
5_135	1000000	175	0.000175	0	0	0	0.340162
5_136	1000000	190	0.00019	0	0	0	0.571559
5_137	1000000	104	0.000104	2	0.0192307692307692	2e-06	0.604212
5_138	1000000	79	7.9e-05	0	0	0	0.661796
5_139	1000000	123	0.000123	1	0.00813008130081301	1e-06	0.624609
5_140	1000000	218	0.000218	8	0.036697247706422	8e-06	0.78049
5_141	1000000	266	0.000266	3	0.0112781954887218	3e-06	0.243169
5_142	1000000	277	0.000277	1	0.0036101083032491	1e-06	0.693498
5_143	1000000	143	0.000143	1	0.00699300699300699	1e-06	0.340035
5_144	1000000	153	0.000153	0	0	0	0.005139
5_145	1000000	198	0.000198	0	0	0	0.489903
5_146	1000000	208	0.000208	1	0.00480769230769231	1e-06	0.789916
5_147	1000000	253	0.000253	2	0.00790513833992095	2e-06	0.534597
5_148	1000000	290	0.00029	1	0.00344827586206897	1e-06	0.456023
5_149	1000000	341	0.000341	2	0.00586510263929619	2e-06	0.659742
5_150	1000000	311	0.000311	2	0.00643086816720257	2e-06	0.522648
5_151	1000000	172	0.000172	1	0.00581395348837209	1e-06	0.193991
5_152	1000000	151	0.000151	1	0.00662251655629139	1e-06	0.129917
5_153	1000000	238	0.000238	0	0	0	0.537261
5_154	1000000	170	0.00017	0	0	0	0.24367
5_155	1000000	174	0.000174	2	0.0114942528735632	2e-06	0.246234
5_156	1000000	190	0.00019	2	0.0105263157894737	2e-06	0.616651
5_157	1000000	174	0.000174	1	0.00574712643678161	1e-06	0.142726
5_158	1000000	206	0.000206	0	0	0	0.5442
5_159	1000000	207	0.000207	1	0.00483091787439614	1e-06	0.333005
5_160	1000000	207	0.000207	2	0.00966183574879227	2e-06	0.545763
5_161	1000000	189	0.000189	1	0.00529100529100529	1e-06	0.15899
5_162	1000000	171	0.000171	2	0.0116959064327485	2e-06	0.062344
5_163	1000000	193	0.000193	0	0	0	0.001474
5_164	1000000	146	0.000146	0	0	0	0.0005
5_165	1000000	237	0.000237	1	0.00421940928270042	1e-06	0.002713
5_166	1000000	191	0.000191	0	0	0	0.288158
5_167	1000000	290	0.00029	0	0	0	0.923846
5_168	1000000	290	0.00029	1	0.00344827586206897	1e-06	0.642402
5_169	1000000	345	0.000345	4	0.0115942028985507	4e-06	0.769874
5_170	1000000	187	0.000187	0	0	0	0.700088
5_171	1000000	248	0.000248	1	0.00403225806451613	1e-06	0.528188
5_172	1000000	250	0.00025	1	0.004	1e-06	0.363074
5_173	1000000	269	0.000269	2	0.00743494423791822	2e-06	0.170342
5_174	1000000	286	0.000286	2	0.00699300699300699	2e-06	0.137429
5_175	1000000	148	0.000148	3	0.0202702702702703	3e-06	0.515963
5_176	1000000	180	0.00018	1	0.00555555555555556	1e-06	0.666078
5_177	1000000	238	0.000238	5	0.0210084033613445	5e-06	0.596551
5_178	1000000	309	0.000309	4	0.0129449838187702	4e-06	0.481129
5_179	1000000	207	0.000207	4	0.0193236714975845	4e-06	0.695031
5_180	915260	187	0.000204313528396303	2	0.0106951871657754	2.18517142669842e-06	0.30022507265695
6_0	1000000	280	0.00028	1	0.00357142857142857	1e-06	0.331939
6_1	1000000	382	0.000382	3	0.00785340314136126	3e-06	0.49231
6_2	1000000	248	0.000248	0	0	0	0.608549
6_3	1000000	282	0.000282	2	0.00709219858156028	2e-06	0.352305
6_4	1000000	289	0.000289	0	0	0	0.390203
6_5	1000000	275	0.000275	2	0.00727272727272727	2e-06	0.675748
6_6	1000000	388	0.000388	1	0.00257731958762887	1e-06	0.493612
6_7	1000000	266	0.000266	1	0.0037593984962406	1e-06	0.6116
6_8	1000000	205	0.000205	3	0.0146341463414634	3e-06	0.522319
6_9	1000000	206	0.000206	1	0.00485436893203883	1e-06	0.317521
6_10	1000000	301	0.000301	0	0	0	0.390022
6_11	1000000	282	0.000282	1	0.00354609929078014	1e-06	0.437045
6_12	1000000	238	0.000238	2	0.00840336134453781	2e-06	0.443074
6_13	1000000	205	0.000205	0	0	0	0.664452
6_14	1000000	214	0.000214	0	0	0	0.026541
6_15	1000000	224	0.000224	2	0.00892857142857143	2e-06	0.418364
6_16	1000000	294	0.000294	1	0.00340136054421769	1e-06	0.541295
6_17	1000000	165	0.000165	0	0	0	0.538614
6_18	1000000	253	0.000253	8	0.0316205533596838	8e-06	0.224595
6_19	1000000	220	0.00022	2	0.00909090909090909	2e-06	0.010725
6_20	1000000	253	0.000253	2	0.00790513833992095	2e-06	0.669502
6_21	1000000	235	0.000235	2	0.00851063829787234	2e-06	0.57084
6_22	1000000	283	0.000283	4	0.0141342756183746	4e-06	0.2232
6_23	1000000	261	0.000261	1	0.00383141762452107	1e-06	0.003241
6_24	1000000	340	0.00034	3	0.00882352941176471	3e-06	0.652896
6_25	1000000	315	0.000315	1	0.00317460317460317	1e-06	0.607337
6_26	1000000	186	0.000186	0	0	0	0.334029
6_27	1000000	164	0.000164	0	0	0	0.127806
6_28	1000000	208	0.000208	2	0.00961538461538462	2e-06	0.256209
6_29	1000000	1061	0.001061	108	0.101790763430726	0.000108	0.251307
6_30	1000000	757	0.000757	23	0.0303830911492734	2.3e-05	0.516946
6_31	1000000	1509	0.001509	130	0.0861497680583168	0.00013	0.526128
6_32	1000000	2228	0.002228	306	0.137342908438061	0.000306	0.4034
6_33	1000000	531	0.000531	27	0.0508474576271186	2.7e-05	0.415023
6_34	1000000	141	0.000141	1	0.00709219858156028	1e-06	0.731952
6_35	1000000	205	0.000205	3	0.0146341463414634	3e-06	0.713052
6_36	1000000	272	0.000272	0	0	0	0.681689
6_37	1000000	240	0.00024	3	0.0125	3e-06	0.543781
6_38	1000000	243	0.000243	7	0.0288065843621399	7e-06	0.936808
6_39	1000000	287	0.000287	3	0.0104529616724739	3e-06	0.654612
6_40	1000000	212	0.000212	0	0	0	0.214246
6_41	1000000	261	0.000261	0	0	0	0.541944
6_42	1000000	256	0.000256	3	0.01171875	3e-06	0.662775
6_43	1000000	255	0.000255	3	0.0117647058823529	3e-06	0.570021
6_44	1000000	257	0.000257	4	0.0155642023346304	4e-06	0.449949
6_45	1000000	193	0.000193	0	0	0	0.652632
6_46	1000000	228	0.000228	0	0	0	0.718289
6_47	1000000	216	0.000216	1	0.00462962962962963	1e-06	0.501631
6_48	1000000	120	0.00012	2	0.0166666666666667	2e-06	0.040725
6_49	1000000	166	0.000166	2	0.0120481927710843	2e-06	0.268796
6_50	1000000	125	0.000125	0	0	0	0.101058
6_51	1000000	395	0.000395	2	0.00506329113924051	2e-06	0.473704
6_52	1000000	314	0.000314	4	0.0127388535031847	4e-06	0.560825
6_53	1000000	225	0.000225	3	0.0133333333333333	3e-06	0.418178
6_54	1000000	176	0.000176	2	0.0113636363636364	2e-06	0.316324
6_55	1000000	192	0.000192	1	0.00520833333333333	1e-06	0.528356
6_56	1000000	165	0.000165	1	0.00606060606060606	1e-06	0.704071
6_57	1000000	69	6.9e-05	0	0	0	0.417119
6_58	1000000	36	3.6e-05	0	0	0	0.046913
6_59	0	0	0	0	0	0	0
6_60	0	0	0	0	0	0	0
6_61	1000000	10	1e-05	0	0	0	0
6_62	1000000	89	8.9e-05	0	0	0	0.606763
6_63	1000000	94	9.4e-05	0	0	0	0.01814
6_64	1000000	85	8.5e-05	0	0	0	0.686621
6_65	1000000	122	0.000122	2	0.0163934426229508	2e-06	1
6_66	1000000	185	0.000185	0	0	0	0.424686
6_67	1000000	197	0.000197	2	0.0101522842639594	2e-06	0.001296
6_68	1000000	163	0.000163	0	0	0	0.002087
6_69	1000000	197	0.000197	0	0	0	0.657301
6_70	1000000	221	0.000221	0	0	0	0.647392
6_71	1000000	165	0.000165	2	0.0121212121212121	2e-06	0.481102
6_72	1000000	195	0.000195	0	0	0	0.444299
6_73	1000000	225	0.000225	1	0.00444444444444444	1e-06	0.744724
6_74	1000000	197	0.000197	1	0.0050761421319797	1e-06	0.318041
6_75	1000000	142	0.000142	0	0	0	0.166429
6_76	1000000	143	0.000143	2	0.013986013986014	2e-06	0.625711
6_77	1000000	158	0.000158	1	0.00632911392405063	1e-06	0.002615
6_78	1000000	160	0.00016	0	0	0	0.006322
6_79	1000000	136	0.000136	0	0	0	0.210564
6_80	1000000	211	0.000211	0	0	0	0.467415
6_81	1000000	143	0.000143	1	0.00699300699300699	1e-06	0.057995
6_82	1000000	182	0.000182	0	0	0	0.085451
6_83	1000000	145	0.000145	1	0.00689655172413793	1e-06	0.386337
6_84	1000000	116	0.000116	1	0.00862068965517241	1e-06	0.5967
6_85	1000000	218	0.000218	3	0.0137614678899083	3e-06	0.068806
6_86	1000000	127	0.000127	2	0.015748031496063	2e-06	0.178338
6_87	1000000	154	0.000154	0	0	0	0.205913
6_88	1000000	215	0.000215	1	0.00465116279069767	1e-06	0.398881
6_89	1000000	215	0.000215	4	0.0186046511627907	4e-06	0.487136
6_90	1000000	225	0.000225	2	0.00888888888888889	2e-06	0.905465
6_91	1000000	250	0.00025	0	0	0	0.080448
6_92	1000000	183	0.000183	2	0.0109289617486339	2e-06	0.001448
6_93	1000000	175	0.000175	2	0.0114285714285714	2e-06	0.052214
6_94	1000000	144	0.000144	1	0.00694444444444444	1e-06	0.198699
6_95	1000000	137	0.000137	0	0	0	0.001339
6_96	1000000	180	0.00018	0	0	0	0.263229
6_97	1000000	169	0.000169	1	0.00591715976331361	1e-06	0.46934
6_98	1000000	113	0.000113	2	0.0176991150442478	2e-06	0.001272
6_99	1000000	205	0.000205	0	0	0	0.313167
6_100	1000000	192	0.000192	1	0.00520833333333333	1e-06	0.303533
6_101	1000000	154	0.000154	1	0.00649350649350649	1e-06	0.483099
6_102	1000000	157	0.000157	0	0	0	0.559292
6_103	1000000	142	0.000142	1	0.00704225352112676	1e-06	0
6_104	1000000	184	0.000184	0	0	0	0.004085
6_105	1000000	173	0.000173	0	0	0	0.471444
6_106	1000000	255	0.000255	0	0	0	0.21294
6_107	1000000	216	0.000216	0	0	0	0.73624
6_108	1000000	173	0.000173	3	0.0173410404624277	3e-06	0.702746
6_109	1000000	162	0.000162	1	0.00617283950617284	1e-06	0.748518
6_110	1000000	199	0.000199	0	0	0	0.544486
6_111	1000000	128	0.000128	1	0.0078125	1e-06	0.683814
6_112	1000000	217	0.000217	1	0.00460829493087558	1e-06	0.402123
6_113	1000000	142	0.000142	0	0	0	0.114276
6_114	1000000	166	0.000166	0	0	0	0.243273
6_115	1000000	92	9.2e-05	0	0	0	0
6_116	1000000	169	0.000169	1	0.00591715976331361	1e-06	0.573164
6_117	1000000	182	0.000182	1	0.00549450549450549	1e-06	0.477655
6_118	1000000	182	0.000182	1	0.00549450549450549	1e-06	0.662583
6_119	1000000	168	0.000168	0	0	0	0.554353
6_120	1000000	142	0.000142	1	0.00704225352112676	1e-06	7.9e-05
6_121	1000000	186	0.000186	5	0.0268817204301075	5e-06	0.27266
6_122	1000000	136	0.000136	0	0	0	0.271549
6_123	1000000	221	0.000221	1	0.00452488687782805	1e-06	0.561635
6_124	1000000	280	0.00028	1	0.00357142857142857	1e-06	0.874932
6_125	1000000	211	0.000211	2	0.00947867298578199	2e-06	0.442774
6_126	1000000	97	9.7e-05	0	0	0	0.294583
6_127	1000000	133	0.000133	1	0.0075187969924812	1e-06	0.267527
6_128	1000000	162	0.000162	1	0.00617283950617284	1e-06	0.763546
6_129	1000000	193	0.000193	1	0.00518134715025907	1e-06	0.735187
6_130	1000000	284	0.000284	0	0	0	0.496865
6_131	1000000	208	0.000208	0	0	0	0.478702
6_132	1000000	309	0.000309	0	0	0	0.373363
6_133	1000000	210	0.00021	2	0.00952380952380952	2e-06	0.408962
6_134	1000000	225	0.000225	2	0.00888888888888889	2e-06	0.359968
6_135	1000000	159	0.000159	1	0.00628930817610063	1e-06	0.561516
6_136	1000000	167	0.000167	2	0.0119760479041916	2e-06	0.738476
6_137	1000000	218	0.000218	2	0.00917431192660551	2e-06	0.319911
6_138	1000000	234	0.000234	1	0.00427350427350427	1e-06	0.435237
6_139	1000000	228	0.000228	2	0.0087719298245614	2e-06	0.38981
6_140	1000000	106	0.000106	1	0.00943396226415094	1e-06	0.096516
6_141	1000000	103	0.000103	0	0	0	0.002115
6_142	1000000	141	0.000141	1	0.00709219858156028	1e-06	0.361524
6_143	1000000	236	0.000236	0	0	0	0.718535
6_144	1000000	227	0.000227	2	0.00881057268722467	2e-06	0.801486
6_145	1000000	183	0.000183	0	0	0	0.230477
6_146	1000000	128	0.000128	0	0	0	0.786307
6_147	1000000	174	0.000174	0	0	0	0.74841
6_148	1000000	288	0.000288	3	0.0104166666666667	3e-06	0.210778
6_149	1000000	219	0.000219	0	0	0	0.603897
6_150	1000000	284	0.000284	2	0.00704225352112676	2e-06	0.511807
6_151	1000000	363	0.000363	0	0	0	0.739792
6_152	1000000	412	0.000412	2	0.00485436893203883	2e-06	0.928495
6_153	1000000	242	0.000242	1	0.00413223140495868	1e-06	0.190351
6_154	1000000	321	0.000321	4	0.0124610591900312	4e-06	0.454094
6_155	1000000	278	0.000278	1	0.00359712230215827	1e-06	0.435453
6_156	1000000	233	0.000233	0	0	0	0.000158
6_157	1000000	156	0.000156	0	0	0	0.667047
6_158	1000000	204	0.000204	1	0.00490196078431373	1e-06	0.67124
6_159	1000000	241	0.000241	1	0.004149377593361	1e-06	0.408516
6_160	1000000	294	0.000294	2	0.00680272108843537	2e-06	0.518938
6_161	1000000	316	0.000316	4	0.0126582278481013	4e-06	0.640327
6_162	1000000	382	0.000382	2	0.00523560209424084	2e-06	1
6_163	1000000	265	0.000265	1	0.00377358490566038	1e-06	0.919314
6_164	1000000	256	0.000256	1	0.00390625	1e-06	0
6_165	1000000	275	0.000275	2	0.00727272727272727	2e-06	0.289184
6_166	1000000	331	0.000331	1	0.00302114803625378	1e-06	0.385728
6_167	1000000	334	0.000334	3	0.00898203592814371	3e-06	0.444394
6_168	1000000	259	0.000259	0	0	0	0.404627
6_169	1000000	278	0.000278	1	0.00359712230215827	1e-06	0.249635
6_170	1000000	211	0.000211	0	0	0	0.344181
7_0	1000000	334	0.000334	3	0.00898203592814371	3e-06	0.541104
7_1	1000000	149	0.000149	2	0.0134228187919463	2e-06	0.468156
7_2	1000000	266	0.000266	2	0.0075187969924812	2e-06	0.761649
7_3	1000000	299	0.000299	1	0.00334448160535117	1e-06	0.74243
7_4	1000000	261	0.000261	2	0.00766283524904215	2e-06	0.568107
7_5	1000000	155	0.000155	2	0.0129032258064516	2e-06	0.589247
7_6	1000000	197	0.000197	7	0.0355329949238579	7e-06	0.624828
7_7	1000000	354	0.000354	1	0.00282485875706215	1e-06	0.559605
7_8	1000000	350	0.00035	0	0	0	0.589668
7_9	1000000	257	0.000257	2	0.00778210116731518	2e-06	0.005002
7_10	1000000	209	0.000209	1	0.00478468899521531	1e-06	0.010499
7_11	1000000	332	0.000332	3	0.00903614457831325	3e-06	0.658781
7_12	1000000	302	0.000302	1	0.0033112582781457	1e-06	0.191257
7_13	1000000	267	0.000267	1	0.00374531835205993	1e-06	0.06992
7_14	1000000	290	0.00029	0	0	0	0.729378
7_15	1000000	271	0.000271	1	0.003690036900369	1e-06	0.438402
7_16	1000000	290	0.00029	0	0	0	0.569804
7_17	1000000	255	0.000255	4	0.0156862745098039	4e-06	0.197247
7_18	1000000	241	0.000241	2	0.00829875518672199	2e-06	0.875474
7_19	1000000	239	0.000239	1	0.00418410041841004	1e-06	0.106881
7_20	1000000	308	0.000308	0	0	0	0.321182
7_21	1000000	338	0.000338	3	0.00887573964497041	3e-06	0.490872
7_22	1000000	293	0.000293	6	0.0204778156996587	6e-06	0.384485
7_23	1000000	177	0.000177	2	0.0112994350282486	2e-06	0.572035
7_24	1000000	308	0.000308	6	0.0194805194805195	6e-06	0.3456
7_25	1000000	269	0.000269	2	0.00743494423791822	2e-06	0.09934
7_26	1000000	206	0.000206	2	0.00970873786407767	2e-06	0.54026
7_27	1000000	227	0.000227	0	0	0	0.466535
7_28	1000000	272	0.000272	2	0.00735294117647059	2e-06	0.81312
7_29	1000000	303	0.000303	0	0	0	0.731684
7_30	1000000	229	0.000229	1	0.00436681222707424	1e-06	0.606004
7_31	1000000	266	0.000266	0	0	0	0.451447
7_32	1000000	203	0.000203	1	0.00492610837438424	1e-06	0.701042
7_33	1000000	206	0.000206	2	0.00970873786407767	2e-06	0.644305
7_34	1000000	233	0.000233	2	0.00858369098712446	2e-06	0.758813
7_35	1000000	140	0.00014	2	0.0142857142857143	2e-06	0.5061
7_36	1000000	305	0.000305	2	0.00655737704918033	2e-06	0.622197
7_37	1000000	288	0.000288	1	0.00347222222222222	1e-06	0.585896
7_38	1000000	267	0.000267	1	0.00374531835205993	1e-06	0.627671
7_39	1000000	164	0.000164	0	0	0	0.659821
7_40	1000000	134	0.000134	0	0	0	0.864717
7_41	1000000	203	0.000203	1	0.00492610837438424	1e-06	0.090376
7_42	1000000	212	0.000212	1	0.00471698113207547	1e-06	0.305858
7_43	1000000	192	0.000192	1	0.00520833333333333	1e-06	0.735894
7_44	1000000	448	0.000448	15	0.0334821428571429	1.5e-05	0.627395
7_45	1000000	204	0.000204	0	0	0	0.367232
7_46	1000000	202	0.000202	2	0.0099009900990099	2e-06	0.004754
7_47	1000000	255	0.000255	1	0.00392156862745098	1e-06	0.495428
7_48	1000000	294	0.000294	3	0.0102040816326531	3e-06	0.586859
7_49	1000000	158	0.000158	1	0.00632911392405063	1e-06	0.163123
7_50	1000000	203	0.000203	1	0.00492610837438424	1e-06	0.564408
7_51	1000000	197	0.000197	0	0	0	0.307088
7_52	1000000	207	0.000207	0	0	0	0.001482
7_53	1000000	189	0.000189	0	0	0	0.161178
7_54	1000000	156	0.000156	0	0	0	0.084947
7_55	1000000	262	0.000262	5	0.0190839694656489	5e-06	0.524175
7_56	1000000	80	8e-05	3	0.0375	3e-06	0.266601
7_57	1000000	61	6.1e-05	1	0.0163934426229508	1e-06	0.142937
7_58	0	0	0	0	0	0	0
7_59	0	0	0	0	0	0	0
7_60	0	0	0	0	0	0	0
7_61	1000000	2	2e-06	0	0	0	0.001943
7_62	1000000	36	3.6e-05	1	0.0277777777777778	1e-06	0.09272
7_63	1000000	83	8.3e-05	4	0.0481927710843374	4e-06	0.308754
7_64	1000000	93	9.3e-05	5	0.0537634408602151	5e-06	0.324066
7_65	1000000	143	0.000143	4	0.027972027972028	4e-06	0.558646
7_66	1000000	85	8.5e-05	1	0.0117647058823529	1e-06	0.505365
7_67	1000000	188	0.000188	5	0.0265957446808511	5e-06	0.00165
7_68	1000000	196	0.000196	1	0.00510204081632653	1e-06	0.00085
7_69	1000000	78	7.8e-05	0	0	0	0.937455
7_70	1000000	222	0.000222	0	0	0	0.667694
7_71	1000000	168	0.000168	3	0.0178571428571429	3e-06	0.811469
7_72	1000000	42	4.2e-05	0	0	0	0.689264
7_73	1000000	129	0.000129	1	0.00775193798449612	1e-06	0.487371
7_74	1000000	15	1.5e-05	0	0	0	0.659449
7_75	1000000	144	0.000144	3	0.0208333333333333	3e-06	0.631077
7_76	1000000	112	0.000112	5	0.0446428571428571	5e-06	0.544112
7_77	1000000	241	0.000241	1	0.004149377593361	1e-06	0.765935
7_78	1000000	302	0.000302	2	0.00662251655629139	2e-06	1
7_79	1000000	173	0.000173	1	0.00578034682080925	1e-06	0.187226
